PROPERTY_ID,ADDRESS,PROPERTY_TYPE,LOT_SIZE,LATITUDE,LONGITUDE,TOTAL_VALUE,LAND_VALUE,BUILDING_VALUE,GROSS_AREA,YEAR_BUILT,BUILDING_AGE,NEIGHBORHOOD,USE_CODE,TAX_STATUS,CONDO_FLAG,SIZE_CATEGORY,DISTANCE_TO_RED_LINE,TRANSIT_ACCESSIBILITY,GENERAL_USE_CATEGORY,NEIGHBORHOOD_DENSITY
175-75,1720 Massachusetts Ave,RETAIL-STORE,25656.0,42.383887187728995,-71.11992697984486,,,,,,,9.0,325,,False,Large,511.38082157203553,0.4917741011448029,Commercial,42
172-103,1564 Massachusetts Ave,SNGL-FAM-RES,1337.0,42.37867155280684,-71.12063848546255,,,,,,,9.0,101,,False,Small,591.5923304775044,0.41205745067148997,Residential,42
172-99,1600 Massachusetts Ave,>8-UNIT-APT,24282.0,42.37960462754412,-71.12060424747874,,,,,,,9.0,112,,True,Large,689.8912261902249,0.3143650020644135,Multi-Family,42
118-32,843 Massachusetts Ave,MULTIUSE-RES,5002.0,42.36741668228464,-71.10654641012428,,,,,,,6.0,13,,False,Small,478.44506744664386,0.5245066607926094,Other,34
91-52,401 Massachusetts Ave,RETAIL-STORE,3066.0,42.36365152035769,-71.09995565909003,,,,,,,4.0,325,,False,Small,378.4604780728203,0.6238744033097606,Commercial,23
200-68,2026 Massachusetts Ave,MXD 4-8-UNIT-APT,10012.0,42.39055498485975,-71.12219521842395,,,,,,,11.0,111,,False,Medium,427.7949291635977,0.5748443171343325,Multi-Family,28
174-30,1682 Massachusetts Ave,EATING-ESTBL,3234.0,42.38250357773611,-71.12006736620131,,,,,,,9.0,326,,False,Small,665.139806120773,0.3389637202448679,Other,42
120-48,924 Massachusetts Ave,EATING-ESTBL,6019.0,42.368289502309175,-71.10926149639673,,,,,,,7.0,326,,False,Medium,781.9496249330319,0.2228745501847223,Other,51
171-1,1500 Massachusetts Ave,Parklands,370784.0,42.37650576477411,-71.12097251194771,,,,,,,9.0,920,City NonTax,False,Large,389.8340276142649,0.612571021964513,Other,42
118-33,815 Massachusetts Ave,Government Operations,47878.0,42.36717321571847,-71.1054725719118,,,,,,,6.0,930,City NonTax,False,Large,372.82418336152443,0.6294759253556116,Other,34
199-67,2096 Massachusetts Ave,RETAIL-STORE,6253.0,42.39124725578673,-71.1235856484492,,,,,,,11.0,325,,False,Medium,599.1433831079402,0.40455298365098497,Commercial,28
176-15,1780 Massachusetts Ave,RETAIL-STORE,16226.0,42.38597047902422,-71.11971344293089,,,,,,,9.0,325,,False,Large,281.06403323308456,0.7206699686416972,Commercial,42
93-73,554 Massachusetts Ave,RETAIL-OFFIC,11791.0,42.36428770542246,-71.10262497605774,,,,,,,5.0,345,,False,Medium,78.53901875077275,0.9219455213883222,Commercial,25
91-209,425 Massachusetts Ave,>8-UNIT-APT,39030.0,42.36393543689416,-71.10021940652285,,,,,,,4.0,112,,False,Large,341.55719472752753,0.6605500148260746,Multi-Family,23
160-24,1324 Massachusetts Ave,Higher Ed and Comm Mixed,4735.0,42.372849290394136,-71.11780564676506,,,,,,,7.0,942,,False,Small,156.58652256877804,0.8443795253476931,Other,51
69-110,282 Massachusetts Ave,Private College,10682.0,42.361798769431736,-71.09834181955404,,,,,,,5.0,942,Educ NonTax,False,Medium,628.0977548623958,0.3757772435568233,Educational,25
133-60,1152 Massachusetts Ave,Parklands,872.0,42.37112806565378,-71.11446545144055,,,,,,,7.0,920,City NonTax,False,Small,573.2651934371664,0.43027151991862167,Other,51
120-73,934 Massachusetts Ave,MXD SNGL-FAM-RES,3333.0,42.36843801122369,-71.10945525414151,,,,,,,7.0,101,,False,Small,808.8612901246714,0.19612891434005764,Residential,51
174-73,1702 Massachusetts Ave,RETAIL-STORE,4247.0,42.38321337128692,-71.11982450571057,,,,,,,9.0,325,,False,Small,582.9447679494127,0.42065166276031163,Commercial,42
169-93,1400 Massachusetts Ave,RETAIL-OFFIC,8879.0,42.37365529438855,-71.11955892738484,,,,,,,10.0,345,,False,Medium,62.34379906287023,0.9380408259751061,Commercial,5
90-185,575 Massachusetts Ave,RETAIL-OFFIC,5478.0,42.36502823178316,-71.10232248320456,,,,,,,4.0,345,,False,Small,103.99532063715723,0.8966462701024299,Commercial,23
119-94,770 Massachusetts Ave,Government Operations,40168.0,42.366418857459266,-71.10618092618634,,,,,,,7.0,930,Federal NonTax,False,Large,381.94956279856905,0.6204068442107031,Other,51
133-53,1244-1256 Massachusetts Ave,MXD >8-UNIT-APT,9347.0,42.37238335138375,-71.11624953017918,,,,,,,7.0,112,,False,Medium,333.8373319378717,0.6682222505451432,Multi-Family,51
153-85,1797 Massachusetts Ave,Private College,28064.0,42.386468690282314,-71.11868342971731,,,,,,,8.0,942,Educ NonTax,False,Large,217.23621585323718,0.7841040054523029,Educational,24
134-59,1033 Massachusetts Ave,RETAIL-OFFIC,22131.0,42.36995019564108,-71.11200538486816,,,,,,,6.0,345,,False,Large,875.7450691779404,0.1296577693649977,Commercial,34
133-30,1122 Massachusetts Ave,RETAIL-OFFIC,2842.0,42.370637338604745,-71.11394932277518,,,,,,,7.0,345,,False,Small,649.9588197115307,0.35405104878336857,Commercial,51
200-90,2060 Massachusetts Ave,>8-UNIT-APT,15259.0,42.39088342500203,-71.12288709744763,,,,,,,11.0,112,Authority NonTax,False,Large,512.0087978171389,0.4911499991484741,Multi-Family,28
107-136,675 Massachusetts Ave,GEN-OFFICE,44436.0,42.36614039654557,-71.1039055196026,,,,,,,6.0,340,,False,Large,178.03306983721282,0.8230652908221706,Commercial,34
56-5,176 Massachusetts Ave,Private College,8760.0,42.36057736801975,-71.09608183923999,,,,,,,5.0,942,Educ NonTax,False,Medium,913.0673179800339,0.09256577716546367,Educational,25
178-133,1906 Massachusetts Ave,RETAIL-OFFIC,15024.0,42.388787001189804,-71.12018753708695,,,,,,,11.0,345,,False,Large,138.63958893824247,0.8622157368192817,Commercial,28
106-123,618 Massachusetts Ave,RETAIL-OFFIC,10074.0,42.36481705846385,-71.10353063402962,,,,,,,5.0,345,,False,Medium,38.932614376052,0.9613075772469801,Commercial,25
92-58,372 Massachusetts Ave,Privately Owned Public Open Space,3800.0,42.3628206499532,-71.09996804007484,,,,,,,5.0,995,,False,Small,414.9904132560643,0.587569836614134,Other,25
133-20,1156-1162 Massachusetts Ave,RETAIL-OFFIC,2817.0,42.37122193955944,-71.11459785842742,,,,,,,7.0,345,,False,Small,555.3775145189604,0.44804884224504726,Commercial,51
91-87,489 Massachusetts Ave,RETAIL-OFFIC,7393.0,42.364196933972984,-71.10115555360979,,,,,,,4.0,345,,False,Medium,233.70275596765543,0.7677390543284827,Commercial,23
172-14,1558 Massachusetts Ave,>8-UNIT-APT,9178.0,42.37853729439691,-71.12079633203888,,,,,,,9.0,112,,False,Medium,583.1852191831358,0.42041269497107364,Multi-Family,42
116-54,923 Massachusetts Ave,MXD >8-UNIT-APT,8937.0,42.36865948964641,-71.1087735380081,,,,,,,6.0,112,,False,Medium,758.8852054670273,0.24579667557583323,Multi-Family,34
117-57,863 Massachusetts Ave,>8-UNIT-APT,6550.0,42.36774262315873,-71.10710178569218,,,,,,,6.0,112,,True,Medium,549.2143522341308,0.45417398139744847,Multi-Family,34
178-117,1960 Massachusetts Ave,GEN-OFFICE,9002.0,42.38971775559875,-71.12071017798253,,,,,,,11.0,340,,False,Medium,239.64662343618627,0.7618318570707053,Commercial,28
70-74,209 Massachusetts Ave,GEN-OFFICE,14833.0,42.36169108389503,-71.09669622539086,,,,,,,4.0,340,,False,Large,795.4345526021519,0.20947281668879686,Commercial,23
174-27,1688 Massachusetts Ave,EATING-ESTBL,5593.0,42.38273403309224,-71.1200796709097,,,,,,,9.0,326,,False,Small,640.2388231232311,0.3637110786369953,Other,42
152-47,1853 Massachusetts Ave,MXD >8-UNIT-APT,5972.0,42.387838698847226,-71.11895020117548,,,,,,,8.0,112,,False,Medium,62.54915565751976,0.9378367363113975,Multi-Family,24
179-42,1955 Massachusetts Ave,RETAIL-OFFIC,6707.0,42.38998225211148,-71.12003861416005,,,,,,,11.0,345,,False,Medium,210.0875836688727,0.7912085347272085,Commercial,28
179-75,1937 Massachusetts Ave,RETAIL-STORE,5886.0,42.389659250776766,-71.11993457627679,,,,,,,11.0,325,,False,Medium,174.06645192007102,0.8270074370101277,Commercial,28
160-48,1290 Massachusetts Ave,RETAIL-OFFIC,12231.0,42.372624710617,-71.11695472540512,,,,,,,7.0,345,,False,Medium,251.5157508820382,0.7500359552489447,Commercial,51
106-124,596 Massachusetts Ave,RETAIL-STORE,20854.0,42.36473937278971,-71.10337881537109,,,,,,,5.0,325,,False,Large,20.323961630258857,0.9798014254111369,Commercial,25
176-85,1776 Massachusetts Ave,MULTIUSE-RES,5000.0,42.38572589558106,-71.11959888383043,,,,,,,9.0,13,,True,Small,304.17840774206707,0.6976981964012152,Other,42
70-100,277 Massachusetts Ave,Private College,22473.0,42.36225964976635,-71.09770354185314,,,,,,,4.0,942,Educ NonTax,False,Large,667.53706945317,0.3365812466351718,Educational,23
200-79,2044 Massachusetts Ave,RETAIL-STORE,4606.0,42.39071468203418,-71.12264397415586,,,,,,,11.0,325,,False,Small,479.184577483403,0.5237717131033531,Commercial,28
119-23,798 Massachusetts Ave,Government Operations,13060.0,42.366543819991904,-71.10646572680966,,,,,,,7.0,930,City NonTax,False,Large,416.2817264073847,0.5862864901151085,Other,51
120-49,922 Massachusetts Ave,>8-UNIT-APT,4800.0,42.36826253406445,-71.10906299909155,,,,,,,7.0,112,,False,Small,761.5150717090921,0.24318303408135244,Multi-Family,51
121-114,1008 Massachusetts Ave,MXD >8-UNIT-APT,36661.0,42.36890918821012,-71.11129912698499,,,,,,,7.0,112,,True,Large,1000.8923637430502,0.005282560935931523,Multi-Family,51
179-51,1971 Massachusetts Ave,MXD >8-UNIT-APT,14026.0,42.39030448845588,-71.12033719485541,,,,,,,11.0,112,,True,Large,258.3026610794834,0.7432909163463464,Multi-Family,28
169-79,1448 Massachusetts Ave,Religious,14779.0,42.37450763495949,-71.11923595257565,,,,,,,10.0,960,Religious NonTax,False,Large,104.09615494627714,0.8965460578824441,Other,5
134-8,1137 Massachusetts Ave,>8-UNIT-APT,5716.0,42.37117940676144,-71.11395780497642,,,,,,,6.0,112,,True,Small,620.8364286355202,0.3829937716174378,Multi-Family,34
68-47,254 Massachusetts Ave,HIGH-TECH,143680.0,42.36092071540679,-71.09720441317934,,,,,,,5.0,406,,False,Large,786.6921173210376,0.21816131622084636,Other,25
154-65,1751 Massachusetts Ave,GEN-OFFICE,3192.0,42.38489891262987,-71.1190157516054,,,,,,,8.0,340,,False,Small,388.6246312065111,0.6137729570987117,Commercial,24
169-99,1430 Massachusetts Ave,RETAIL-OFFIC,14268.0,42.37414785811766,-71.11928392573294,,,,,,,10.0,345,,False,Large,68.49359661825812,0.9319289690995265,Commercial,5
105-89,730 Massachusetts Ave,RETAIL-OFFIC,8615.0,42.36586665094176,-71.10509634721762,,,,,,,7.0,345,,False,Medium,247.13913041918482,0.7543855745049896,Commercial,51
178-21,1924 Massachusetts Ave,HOTEL,14880.0,42.38918789776068,-71.12052414581179,,,,,,,11.0,300,,False,Large,190.44842061190238,0.8107265355523264,Other,28
156-25,1667-1673 Massachusetts Ave,EATING-ESTBL,12262.0,42.38211756837014,-71.11919729181862,,,,,,,8.0,326,,False,Medium,697.6936875276513,0.3066106773826502,Other,24
169-102,1416 Massachusetts Ave,RETAIL-OFFIC,17875.0,42.37391543141281,-71.11964895689972,,,,,,,10.0,345,,False,Large,80.09263698681826,0.9204014880746271,Commercial,5
179-81,1925 Massachusetts Ave,MXD >8-UNIT-APT,3779.0,42.389476257476566,-71.11965909225906,,,,,,,11.0,112,,False,Small,140.08590349628747,0.8607783451822035,Multi-Family,28
134-1,1173-1201 Massachusetts Ave,Private College,30902.0,42.3720573623614,-71.1148795538827,,,,,,,6.0,942,,False,Large,488.3723386421034,0.5146406350957873,Educational,34
181-38,2107 Massachusetts Ave,MXD 4-8-UNIT-APT,4300.0,42.39183212111072,-71.12357584674463,,,,,,,11.0,111,,True,Small,634.9144572430157,0.3690025962715205,Multi-Family,28
121-102,1038 Massachusetts Ave,MULTIUSE-RES,6319.0,42.3695935604357,-71.11269347124096,,,,,,,7.0,13,Educ NonTax,False,Medium,829.3405908706064,0.17577595898765871,Other,51
173-71,1622 Massachusetts Ave,>8-UNIT-APT,15659.0,42.38026453465618,-71.1202958726882,,,,,,,9.0,112,,False,Large,753.6181343512849,0.2510312519213119,Multi-Family,42
105-74,678 Massachusetts Ave,RETAIL-OFFIC,4236.0,42.36548631117522,-71.1045215278661,,,,,,,7.0,345,,False,Small,170.69191391431323,0.8303611560759407,Commercial,51
154-64,1753 Massachusetts Ave,GEN-OFFICE,3192.0,42.38501970185472,-71.11902957056762,,,,,,,8.0,340,,False,Small,375.2274506390836,0.6270874848416086,Commercial,24
133-33,1090-1100 Massachusetts Ave,RETAIL-OFFIC,12080.0,42.37039342063038,-71.11374913688428,,,,,,,7.0,345,,False,Medium,682.9316356618948,0.32128165596052843,Commercial,51
133-26,1134 Massachusetts Ave,MXD 4-8-UNIT-APT,1753.0,42.37081424912586,-71.11425741169184,,,,,,,7.0,111,,False,Small,610.5257493733772,0.3932408399758121,Multi-Family,51
200-22,2072 Massachusetts Ave,EATING-ESTBL,8515.0,42.391064454695915,-71.12321227991974,,,,,,,11.0,326,,False,Medium,553.2503345781529,0.450162898720846,Other,28
159-1,1341 Massachusetts Ave,Private College,981136.0,42.37445349471487,-71.1170045239854,,,,,,,6.0,942,Educ NonTax,False,Large,240.9077921042263,0.7605784690810027,Educational,34
92-132,424-464 Massachusetts Ave,MULTIUSE-COM,41161.0,42.3633742374364,-71.1011427174013,,,,,,,5.0,31,,False,Large,271.6680059014377,0.7300080279408598,Other,25
68-19,194 Massachusetts Ave,RETAIL-OFFIC,5990.0,42.36078695616752,-71.09649470606595,,,,,,,5.0,345,,False,Medium,861.7552665400681,0.1435612630442927,Commercial,25
91-205,385 Massachusetts Ave,Government Operations,15826.0,42.36346788994627,-71.10006982697634,,,,,,,4.0,930,,False,Large,373.3971093337177,0.628906534003976,Other,23
56-7,158 Massachusetts Ave,Private College,10740.0,42.3604356188093,-71.0958061492173,,,,,,,5.0,942,Educ NonTax,False,Medium,947.435402780696,0.058409723490917144,Educational,25
93-80,502 Massachusetts Ave,EATING-ESTBL,5038.0,42.3639462457157,-71.10187040576025,,,,,,,5.0,326,,False,Small,169.6509403578744,0.8313957074300163,Other,25
116-117,955 Massachusetts Ave,INV-OFFICE,28940.0,42.369215957686365,-71.1099002738735,,,,,,,6.0,346,,False,Large,896.887856547127,0.10864542071653456,Commercial,34
119-4,898 Massachusetts Ave,MULTIUSE-RES,9796.0,42.36788947888946,-71.10850373091886,,,,,,,7.0,13,,False,Medium,686.9665910413636,0.3172715939127043,Other,51
133-29,1124 Massachusetts Ave,MXD THREE-FM-RES,1450.0,42.37073305844941,-71.11402621099103,,,,,,,7.0,105,,False,Small,637.2398821179173,0.36669151791775273,Residential,51
119-22,820  Massachusetts Ave,MXD BOARDING-HS,24000.0,42.36671261958666,-71.10666158373255,,,,,,,7.0,121,,True,Large,444.4604048820518,0.5582816577236341,Other,51
200-48,2014 Massachusetts Ave,MXD 4-8-UNIT-APT,4681.0,42.39039332909372,-71.12187411772942,,,,,,,11.0,111,,False,Small,388.24483183473626,0.6141504133289074,Multi-Family,28
133-43,1200 Massachusetts Ave,MULTIUSE-RES,15668.0,42.37158095832642,-71.11515950143504,,,,,,,7.0,13,,False,Large,481.6166886289049,0.5213546066713233,Other,51
134-50,1073-1081 Massachusetts Ave,MXD >8-UNIT-APT,8946.0,42.37034942259019,-71.11299525259314,,,,,,,6.0,112,,False,Medium,757.9215003069862,0.24675443523464802,Multi-Family,34
175-37,1740 Massachusetts Ave,RETAIL-STORE,12424.0,42.38454810743686,-71.11974950102116,,,,,,,9.0,325,,False,Medium,435.5788803459394,0.5671083884107456,Commercial,42
173-43,1626 Massachusetts Ave,BOARDING-HSE,9546.0,42.38070483180628,-71.12009638797937,,,,,,,9.0,121,Religious NonTax,False,Medium,797.9711300376625,0.2069518884631055,Other,42
174-33,1676 Massachusetts Ave,RETAIL-STORE,4347.0,42.38231258023155,-71.12006493394559,,,,,,,9.0,325,,False,Small,685.965305326342,0.31826670227629794,Commercial,42
160-46,1270 Massachusetts Ave,Higher Ed and Comm Mixed,5228.0,42.372486275063395,-71.11665351439456,,,,,,,7.0,942,,False,Small,288.30907458412355,0.7134696249886918,Other,51
178-118,1950 Massachusetts Ave,FRAT-ORGANIZ,12484.0,42.3894671408575,-71.12049054422668,,,,,,,11.0,353,Other NonTax,False,Medium,203.48185342564173,0.7977735114507013,Other,28
158-25,1525 Massachusetts Ave,Parklands,62932.0,42.37575058492887,-71.11896569341405,,,,,,,9.0,920,City NonTax,False,Large,238.74529843108274,0.7627276214239151,Other,42
120-45,938 Massachusetts Ave,MULTIUSE-COM,6579.0,42.36848884479924,-71.1096329641384,,,,,,,7.0,31,,False,Medium,828.705308177786,0.17640732235516488,Other,51
156-68,1675-1679 Massachusetts Ave,MXD 4-8-UNIT-APT,11370.0,42.38236514508422,-71.11932189349433,,,,,,,8.0,111,,False,Medium,670.8211259131738,0.333317450896517,Multi-Family,24
133-14,1218 Massachusetts Ave,RETAIL-OFFIC,2017.0,42.371996392308546,-71.11552388613401,,,,,,,7.0,345,,False,Small,424.92744539512165,0.577694110193068,Commercial,51
93-79,512 Massachusetts Ave,EATING-ESTBL,2385.0,42.36405417423826,-71.10196097732626,,,,,,,5.0,326,,False,Small,155.093182529641,0.8458636523459521,Other,25
120-40,950 Massachusetts Ave,MULTIUSE-RES,41363.0,42.36855418801958,-71.11008476999812,,,,,,,7.0,13,,True,Large,875.8091555018401,0.12959407841650236,Other,51
106-103,576 Massachusetts Ave,MXD >8-UNIT-APT,16571.0,42.36450664125693,-71.1031039670075,,,,,,,5.0,112,,False,Large,23.964162003141762,0.9761836829607372,Multi-Family,25
