PROPERTY_ID,ADDRESS,PROPERTY_TYPE,LOT_SIZE,LATITUDE,LONGITUDE,TOTAL_VALUE,LAND_VALUE,BUILDING_VALUE,GROSS_AREA,YEAR_BUILT,BUILDING_AGE,NEIGHBORHOOD,USE_CODE,TAX_STATUS,CONDO_FLAG,CORRIDOR_SEGMENT,SIZE_CATEGORY,DISTANCE_TO_RED_LINE,TRANSIT_ACCESSIBILITY,GENERAL_USE_CATEGORY,NEIGHBORHOOD_DENSITY,GEOCODING_CORRECTED,GEOCODING_METHOD,GEOCODING_CONFIDENCE,ORIGINAL_LAT,ORIGINAL_LON,GEOCODING_NOTE
94-119,5 Speridakis Ter,THREE-FM-RES,2663.0,42.360435262905135,-71.1067387800153,,,,,,,5.0,105,,True,Central Square Area,Small,615.1337835317336,0.5717086362004432,Residential,761,False,original,1.0,42.360435262905135,-71.1067387800153,Original coordinates
178-73,4 Porter Cir,TWO-FAM-RES,2300.0,42.38987981624631,-71.12162538180864,,,,,,,11.0,104,,False,Porter Square Area,Small,334.52250611595196,0.7670862758610697,Residential,234,False,original,1.0,42.38987981624631,-71.12162538180864,Original coordinates
214-8,38 Shepard St,4-8-UNIT-APT,10791.0,42.38069630457908,-71.12311745464356,,,,,,,9.0,111,,False,Porter Square Area,Large,910.6802286622625,0.36593227756132274,Multi-Family,591,False,original,1.0,42.38069630457908,-71.12311745464356,Original coordinates
210-57,75 Washington Ave,THREE-FM-RES,9236.0,42.385784460313495,-71.12411154314147,,,,,,,9.0,105,,False,Porter Square Area,Large,637.3461205267678,0.556243135264763,Residential,591,False,original,1.0,42.385784460313495,-71.12411154314147,Original coordinates
82-102,137-139 Tremont St,TWO-FAM-RES,3158.0,42.37402453626232,-71.09677373174884,,,,,,,3.0,104,,False,Harvard Square Area,Medium,1257.0175391235541,0.1247924100994914,Residential,328,False,original,1.0,42.37402453626232,-71.09677373174884,Original coordinates
90-75,26 Essex St,4-8-UNIT-APT,2979.0,42.36622015258123,-71.10176201956097,,,,,,,4.0,111,,False,Central Square Area,Small,232.27002933450606,0.8382803053633507,Multi-Family,695,False,original,1.0,42.36622015258123,-71.10176201956097,Original coordinates
105-82,347 Green St,RETAIL-STORE,9360.0,42.36543576721375,-71.10477894969067,,,,,,,7.0,325,,False,Central Square Area,Large,193.35790654446316,0.865373153430317,Commercial,839,False,original,1.0,42.36543576721375,-71.10477894969067,Original coordinates
139-20,75-77 Dana St,4-8-UNIT-APT,4000.0,42.3741700456429,-71.107541498006,,,,,,,6.0,111,,False,Harvard Square Area,Medium,1156.3748015061867,0.19486564701908185,Multi-Family,1335,False,original,1.0,42.3741700456429,-71.107541498006,Original coordinates
133-50,24 Arrow St,Religious,19406.0,42.37142690125974,-71.11571164767665,,,,,,,7.0,960,Religious NonTax,False,Harvard Square Area,Large,437.5092723501485,0.6953809919950037,Other,839,False,original,1.0,42.37142690125974,-71.11571164767665,Original coordinates
90-102,87 Norfolk St,SNGL-FAM-RES,2790.0,42.36635686156926,-71.10069207715773,,,,,,,4.0,101,,False,Central Square Area,Small,333.64442044552004,0.7676976493856434,Residential,695,False,original,1.0,42.36635686156926,-71.10069207715773,Original coordinates
132-153,10 Dewolfe St,Private College Res Units,7876.0,42.37065628852717,-71.1160463609297,,,,,,,7.0,9421,Educ NonTax,False,Harvard Square Area,Large,462.87693402585097,0.6777185733368812,Multi-Family,839,False,original,1.0,42.37065628852717,-71.1160463609297,Original coordinates
121-110,662 Green St,THREE-FM-RES,3760.0,42.36899962797631,-71.11310945740168,,,,,,,7.0,105,,False,Harvard Square Area,Medium,829.6231993974066,0.42236882281179966,Residential,839,False,original,1.0,42.36899962797631,-71.11310945740168,Original coordinates
87-99,223 Norfolk St,SNGL-FAM-RES,2869.0,42.36971341094931,-71.0985121502212,,,,,,,4.0,101,,False,Harvard Square Area,Small,761.869464498325,0.4695428527534412,Residential,695,False,original,1.0,42.36971341094931,-71.0985121502212,Original coordinates
104-63,57-59 Magazine St,>8-UNIT-APT,9808.0,42.36222044500153,-71.10800073629467,,,,,,,5.0,112,,True,Central Square Area,Large,599.762305105994,0.582411139679893,Multi-Family,761,False,original,1.0,42.36222044500153,-71.10800073629467,Original coordinates
217-18,99 Brattle St,Private College,191486.0,42.37681604991062,-71.12497999290595,,,,,,,10.0,942,Educ NonTax,False,Porter Square Area,Large,753.6833970470035,0.47524246166250184,Educational,173,False,original,1.0,42.37681604991062,-71.12497999290595,Original coordinates
149-89,89 Museum St,TWO-FAM-RES,3313.0,42.3814728838764,-71.11238968259178,,,,,,,8.0,104,,False,Porter Square Area,Medium,1062.8285301257094,0.25999791778769127,Residential,615,False,original,1.0,42.3814728838764,-71.11238968259178,Original coordinates
123-53,78 Howard St,4-8-UNIT-APT,3600.0,42.36628070460954,-71.11067765141682,,,,,,,7.0,111,,False,Central Square Area,Medium,848.3617356261435,0.40932198088590965,Multi-Family,839,False,original,1.0,42.36628070460954,-71.11067765141682,Original coordinates
77-35,6 Union St,SNGL-FAM-RES,2875.0,42.36860894387052,-71.0956792905565,,,,,,,4.0,101,,False,Harvard Square Area,Small,940.8251089222783,0.3449436857723782,Residential,695,False,original,1.0,42.36860894387052,-71.0956792905565,Original coordinates
119-75,449-453 Franklin St,4-8-UNIT-APT,3636.0,42.36727531103395,-71.1094092888753,,,,,,,7.0,111,,True,Harvard Square Area,Medium,746.160256968772,0.4804805025739626,Multi-Family,839,False,original,1.0,42.36727531103395,-71.1094092888753,Original coordinates
124-18,22-24 Soden St,THREE-FM-RES,2500.0,42.36606430240553,-71.1085299379221,,,,,,,7.0,105,,True,Central Square Area,Small,610.6973392963796,0.5747975427161466,Residential,839,False,original,1.0,42.36606430240553,-71.1085299379221,Original coordinates
172-71,25 Follen St,Other Educ & Research Org,15160.0,42.37908125106458,-71.12135808364484,,,,,,,9.0,943,Other NonTax,False,Porter Square Area,Large,662.3331186991196,0.5388457563351736,Other,591,False,original,1.0,42.37908125106458,-71.12135808364484,Original coordinates
167-98,70 Brattle St,Private College,812.0,42.374881039837376,-71.12360894719077,,,,,,,10.0,942,Educ NonTax,False,Harvard Square Area,Small,530.9868897174999,0.6302965220815889,Educational,173,False,original,1.0,42.374881039837376,-71.12360894719077,Original coordinates
104-139,98 Pleasant St,THREE-FM-RES,2487.0,42.36173799041733,-71.11064655774778,,,,,,,5.0,105,,True,Central Square Area,Small,889.557650075925,0.38063902629127455,Residential,761,False,original,1.0,42.36173799041733,-71.11064655774778,Original coordinates
106-11,101 Pearl St,TWO-FAM-RES,2772.0,42.362404834978115,-71.10530255134056,,,,,,,5.0,104,,True,Central Square Area,Small,345.502627183122,0.7594412868319476,Residential,761,False,original,1.0,42.362404834978115,-71.10530255134056,Original coordinates
87-70,14 Tremont St,TWO-FAM-RES,4798.0,42.369642253669525,-71.09911810458898,,,,,,,4.0,104,,False,Harvard Square Area,Medium,711.5068958067488,0.5046081569308881,Residential,695,False,original,1.0,42.369642253669525,-71.09911810458898,Original coordinates
118-4,8 Clinton St,TWO-FAM-RES,6000.0,42.367994309828,-71.10614627105593,,,,,,,6.0,104,,True,Harvard Square Area,Large,490.5771850034728,0.6584320724383598,Residential,1335,False,original,1.0,42.367994309828,-71.10614627105593,Original coordinates
150-102,40 Eustis St,SNGL-FAM-RES,4856.0,42.38334526948342,-71.1145622790029,,,,,,,8.0,101,,False,Porter Square Area,Medium,746.6238922149399,0.48015769316696383,Residential,615,False,original,1.0,42.38334526948342,-71.1145622790029,Original coordinates
156-73,14R Sacramento St,THREE-FM-RES,2747.0,42.38220256356984,-71.11824145303999,,,,,,,8.0,105,,False,Porter Square Area,Small,693.0491187088656,0.5174595182730876,Residential,615,False,original,1.0,42.38220256356984,-71.11824145303999,Original coordinates
141-78,84 Kirkland St,SNGL-FAM-RES,5560.0,42.3776116561594,-71.10828054708696,,,,,,,6.0,101,,False,Porter Square Area,Large,1270.4533398339804,0.11543763628594962,Residential,1335,False,original,1.0,42.3776116561594,-71.10828054708696,Original coordinates
168-16,115 Mt Auburn St,MXD >8-UNIT-APT,4290.0,42.37323518710585,-71.12210203980582,,,,,,,10.0,112,,False,Harvard Square Area,Medium,346.6993873730362,0.7586080338590145,Multi-Family,173,False,original,1.0,42.37323518710585,-71.12210203980582,Original coordinates
140-110,5 Adams Ter,THREE-FM-RES,4756.0,42.375801864282025,-71.10905368798609,,,,,,,6.0,105,,True,Porter Square Area,Medium,1130.7698574603637,0.21269327525051215,Residential,1335,False,original,1.0,42.375801864282025,-71.10905368798609,Original coordinates
125-68,168 River St,TWO-FAM-RES,4603.0,42.36329230125366,-71.1097847655479,,,,,,,5.0,104,,False,Central Square Area,Medium,747.4245237574543,0.4796002476414138,Residential,761,False,original,1.0,42.36329230125366,-71.1097847655479,Original coordinates
132-66,22 Banks St,TWO-FAM-RES,2310.0,42.36991670235856,-71.11432515494083,,,,,,,7.0,104,,False,Harvard Square Area,Small,660.6212148275237,0.540037681837379,Residential,839,False,original,1.0,42.36991670235856,-71.11432515494083,Original coordinates
157-6,18 Mellen St,4-8-UNIT-APT,7080.0,42.38061612429018,-71.11820066935981,,,,,,,8.0,111,,False,Porter Square Area,Large,783.8276575298179,0.45425430139793455,Multi-Family,615,False,original,1.0,42.38061612429018,-71.11820066935981,Original coordinates
174-26,1692 Massachusetts Ave,GEN-OFFICE,6397.0,42.382871554410755,-71.11999731983504,,,,,,,9.0,340,,False,Porter Square Area,Large,623.562765559313,0.5658398962536513,Commercial,591,False,original,1.0,42.382871554410755,-71.11999731983504,Original coordinates
111-28,1427 Cambridge St,>8-UNIT-APT,7327.0,42.37402853066224,-71.1018542221228,,,,,,,6.0,112,,False,Harvard Square Area,Large,1046.1866441065672,0.2715849517795701,Multi-Family,1335,False,original,1.0,42.37402853066224,-71.1018542221228,Original coordinates
175-86,35 Bowdoin St,SNGL-FAM-RES,12506.0,42.38348036969224,-71.12168463884825,,,,,,,9.0,101,,False,Porter Square Area,Large,622.095814782226,0.5668612713849898,Residential,591,False,original,1.0,42.38348036969224,-71.12168463884825,Original coordinates
125-100,51 Kelly Rd,SNGL-FAM-RES,2681.0,42.36304719090568,-71.10990486925654,,,,,,,5.0,101,,False,Central Square Area,Small,766.5194966416584,0.46630523410576163,Residential,761,False,original,1.0,42.36304719090568,-71.10990486925654,Original coordinates
109-4,4 King Pl,THREE-FM-RES,861.0,42.37084091537251,-71.10158768170781,,,,,,,6.0,105,,True,Harvard Square Area,Small,704.7443400752891,0.5093166354676518,Residential,1335,False,original,1.0,42.37084091537251,-71.10158768170781,Original coordinates
165-24,980 Memorial Dr,Religious,34690.0,42.37216766274252,-71.12468760440923,,,,,,,10.0,960,Religious NonTax,False,Harvard Square Area,Large,651.0359026307647,0.5467115250615703,Other,173,False,original,1.0,42.37216766274252,-71.12468760440923,Original coordinates
119-76,455 Franklin St,SNGL-FAM-RES,3571.0,42.36725812987804,-71.10960347148547,,,,,,,7.0,101,,False,Harvard Square Area,Medium,765.4049693498752,0.46708123182620714,Residential,839,False,original,1.0,42.36725812987804,-71.10960347148547,Original coordinates
93-67,183 Franklin St,4-8-UNIT-APT,8709.0,42.36342805563584,-71.10283736051286,,,,,,,5.0,111,,False,Central Square Area,Large,146.81191935167718,0.8977811350237495,Multi-Family,761,False,original,1.0,42.36342805563584,-71.10283736051286,Original coordinates
170-27,12 Mason St,4-8-UNIT-APT,5400.0,42.375999363833714,-71.12362633329813,,,,,,,10.0,111,,False,Porter Square Area,Large,578.4783566558893,0.5972302433493382,Multi-Family,173,False,original,1.0,42.375999363833714,-71.12362633329813,Original coordinates
142-103,83 Trowbridge St,THREE-FM-RES,4883.0,42.3755275919645,-71.1101485937282,,,,,,,6.0,105,,False,Porter Square Area,Medium,1005.5338231263914,0.29988977360212327,Residential,1335,False,original,1.0,42.3755275919645,-71.1101485937282,Original coordinates
134-54,15 Ellery St,>8-UNIT-APT,11250.0,42.370561915790475,-71.11155998433209,,,,,,,6.0,112,,True,Harvard Square Area,Large,892.0408409041581,0.37891008664453246,Multi-Family,1335,False,original,1.0,42.370561915790475,-71.11155998433209,Original coordinates
77-31,31 Market St,4-8-UNIT-APT,6234.0,42.36826295924795,-71.09556489991525,,,,,,,4.0,111,,True,Harvard Square Area,Large,935.2330140256674,0.34883722245315535,Multi-Family,695,False,original,1.0,42.36826295924795,-71.09556489991525,Original coordinates
90-90,4 Percy Pl,SNGL-FAM-RES,2989.0,42.36695615384991,-71.10088532816654,,,,,,,4.0,101,,False,Central Square Area,Small,358.78826362375224,0.7501910659817232,Residential,695,False,original,1.0,42.36695615384991,-71.10088532816654,Original coordinates
174-32,1678 Massachusetts Ave,MULTIUSE-COM,2562.0,42.38237856405532,-71.12010315886837,,,,,,,9.0,31,,False,Porter Square Area,Small,679.5036178347807,0.5268906716222039,Other,591,False,original,1.0,42.38237856405532,-71.12010315886837,Original coordinates
134-27,11 Ellery St,>8-UNIT-APT,9000.0,42.370360646154325,-71.11168810348293,,,,,,,6.0,112,,False,Harvard Square Area,Large,887.7033307890948,0.3819301095605377,Multi-Family,1335,False,original,1.0,42.370360646154325,-71.11168810348293,Original coordinates
134-38,14 Trowbridge St,THREE-FM-RES,4684.0,42.37061449400988,-71.11215845149499,,,,,,,6.0,105,,False,Harvard Square Area,Medium,828.5689553813258,0.42310284786376856,Residential,1335,False,original,1.0,42.37061449400988,-71.11215845149499,Original coordinates
74-25,97 Windsor St,Government Operations,10018.0,42.36411497956473,-71.09682757292958,,,,,,,4.0,930,City NonTax,False,Central Square Area,Large,710.3139323017931,0.5054387664343478,Other,695,False,original,1.0,42.36411497956473,-71.09682757292958,Original coordinates
212-47,40 Avon St,TWO-FAM-RES,7280.0,42.38288006327078,-71.12288447695467,,,,,,,9.0,104,,True,Porter Square Area,Large,749.2200927625091,0.4783500696824731,Residential,591,False,original,1.0,42.38288006327078,-71.12288447695467,Original coordinates
124-34,46 Kinnaird St,THREE-FM-RES,3972.0,42.366194150521686,-71.1090035299096,,,,,,,7.0,105,,False,Central Square Area,Medium,665.1988862165903,0.5368504448903313,Residential,839,False,original,1.0,42.366194150521686,-71.1090035299096,Original coordinates
106-2,32 Magazine St,4-8-UNIT-APT,7920.0,42.36328022092033,-71.10615937799419,,,,,,,5.0,111,,False,Central Square Area,Large,364.3386387696544,0.7463265769803401,Multi-Family,761,False,original,1.0,42.36328022092033,-71.10615937799419,Original coordinates
151-103,9 Eustis St,4-8-UNIT-APT,5284.0,42.38383053545182,-71.11545840930386,,,,,,,8.0,111,,False,Porter Square Area,Large,641.7189357941069,0.5531985308801046,Multi-Family,615,False,original,1.0,42.38383053545182,-71.11545840930386,Original coordinates
152-18,49 Roseland St,4-8-UNIT-APT,7004.0,42.3868456140702,-71.11715915353552,,,,,,,8.0,111,,False,Porter Square Area,Large,267.4347149297612,0.8137966376566209,Multi-Family,615,False,original,1.0,42.3868456140702,-71.11715915353552,Original coordinates
142-131,1663 Cambridge St,THREE-FM-RES,3809.0,42.3752634409503,-71.11051429339699,,,,,,,6.0,105,,True,Porter Square Area,Medium,959.8403842168865,0.331704162262235,Residential,1335,False,original,1.0,42.3752634409503,-71.11051429339699,Original coordinates
86-78,71 Elm St,4-8-UNIT-APT,5146.0,42.36889917645948,-71.09809042550039,,,,,,,4.0,111,,False,Harvard Square Area,Medium,734.1190788526416,0.48886426027867147,Multi-Family,695,False,original,1.0,42.36889917645948,-71.09809042550039,Original coordinates
89-57,204-206 Harvard St,THREE-FM-RES,5400.0,42.36692955640056,-71.09838433747471,,,,,,,4.0,105,,False,Central Square Area,Large,589.0485360922044,0.5898706791576376,Residential,695,False,original,1.0,42.36692955640056,-71.09838433747471,Original coordinates
135-118,420 Broadway,Government Operations,5000.0,42.372518814130395,-71.10962479840754,,,,,,,6.0,930,Other NonTax,False,Harvard Square Area,Medium,1047.5446312525364,0.2706394433676761,Other,1335,False,original,1.0,42.372518814130395,-71.10962479840754,Original coordinates
108-61,366 Broadway,THREE-FM-RES,3133.0,42.370510336869565,-71.10459105195399,,,,,,,6.0,105,,False,Harvard Square Area,Medium,663.17312127593,0.5382608984410879,Residential,1335,False,original,1.0,42.370510336869565,-71.10459105195399,Original coordinates
77-6,13 Union St,SNGL-FAM-RES,2500.0,42.36917431468547,-71.09581893650191,,,,,,,4.0,101,,False,Harvard Square Area,Small,958.0759112331425,0.332932689390523,Residential,695,False,original,1.0,42.36917431468547,-71.09581893650191,Original coordinates
117-76,21 Lee St,4-8-UNIT-APT,11953.0,42.36892643810176,-71.10713137945496,,,,,,,6.0,111,,True,Harvard Square Area,Large,640.7164172928659,0.553896541666743,Multi-Family,1335,False,original,1.0,42.36892643810176,-71.10713137945496,Original coordinates
153-86,137 Oxford St,4-8-UNIT-APT,11449.0,42.385761379147425,-71.11644240971738,,,,,,,8.0,111,,False,Porter Square Area,Large,407.8942368494806,0.7160006755225936,Multi-Family,615,False,original,1.0,42.385761379147425,-71.11644240971738,Original coordinates
103-17,211 Erie St,TWO-FAM-RES,2537.0,42.36066971088336,-71.1082198872614,,,,,,,5.0,104,,False,Central Square Area,Small,714.5719164525892,0.5024741140484701,Residential,761,False,original,1.0,42.36066971088336,-71.1082198872614,Original coordinates
112-137,12 Ellsworth Ave,TWO-FAM-RES,11613.0,42.37279657607165,-71.10696024634245,,,,,,,6.0,104,,True,Harvard Square Area,Large,990.9135848301161,0.3100692206860327,Residential,1335,False,original,1.0,42.37279657607165,-71.10696024634245,Original coordinates
125-74,57 Pleasant St,TWO-FAM-RES,3462.0,42.36343407823227,-71.10911840151591,,,,,,,5.0,104,,False,Central Square Area,Medium,671.8025410473025,0.5322526022596292,Residential,761,False,original,1.0,42.36343407823227,-71.10911840151591,Original coordinates
146A-127,69 Kirkland St,TWO-FAM-RES,5424.0,42.37786584745275,-71.10925923140982,,,,,,,8.0,104,,True,Porter Square Area,Large,1180.3639334319728,0.17816303971002911,Residential,615,False,original,1.0,42.37786584745275,-71.10925923140982,Original coordinates
200-37,61 Creighton St,TWO-FAM-RES,3835.0,42.389451291675975,-71.12375279477085,,,,,,,11.0,104,,True,Porter Square Area,Medium,540.3120665662467,0.6238037999825177,Residential,234,False,original,1.0,42.389451291675975,-71.12375279477085,Original coordinates
101-106,55 Prince St,4-8-UNIT-APT,5085.0,42.36110833101756,-71.11073769785736,,,,,,,5.0,111,,True,Central Square Area,Medium,926.8132766721194,0.35469952572851937,Multi-Family,761,False,original,1.0,42.36110833101756,-71.11073769785736,Original coordinates
105-32,35 William St,THREE-FM-RES,6336.0,42.36399872111855,-71.10650974174823,,,,,,,5.0,105,,True,Central Square Area,Large,375.53750105645014,0.7385292877885854,Residential,761,False,original,1.0,42.36399872111855,-71.10650974174823,Original coordinates
84-40,294 Prospect St,4-8-UNIT-APT,2632.0,42.37244013897596,-71.09856529339328,,,,,,,3.0,111,,False,Harvard Square Area,Small,1001.4036912110404,0.30276540794062734,Multi-Family,328,False,original,1.0,42.37244013897596,-71.09856529339328,Original coordinates
131-60,49-51 Putnam Ave,THREE-FM-RES,2244.0,42.36854415353239,-71.11372879488125,,,,,,,7.0,105,,False,Harvard Square Area,Small,810.7346605968066,0.43552010511764694,Residential,839,False,original,1.0,42.36854415353239,-71.11372879488125,Original coordinates
157-62,33 Everett St,Private College,14352.0,42.38010792530243,-71.11685722587174,,,,,,,8.0,942,Educ NonTax,False,Porter Square Area,Large,760.5288162323122,0.47047628884425297,Educational,615,False,original,1.0,42.38010792530243,-71.11685722587174,Original coordinates
90-169,617 Massachusetts Ave,RETAIL-OFFIC,25569.0,42.36564652528508,-71.10293795716362,,,,,,,4.0,345,,False,Central Square Area,Large,109.01627326962566,0.9240966280750789,Commercial,695,False,original,1.0,42.36564652528508,-71.10293795716362,Original coordinates
113-68,11 Fayette St,THREE-FM-RES,7575.0,42.37163458032611,-71.10437162536981,,,,,,,6.0,105,,False,Harvard Square Area,Large,780.647385242365,0.45646858907276666,Residential,1335,False,original,1.0,42.37163458032611,-71.10437162536981,Original coordinates
119-33,18 Sellers St,Charitable Services,6096.0,42.36660941435174,-71.10697446409412,,,,,,,7.0,957,Other NonTax,False,Central Square Area,Large,469.52399552360544,0.6730905084990378,Other,839,False,original,1.0,42.36660941435174,-71.10697446409412,Original coordinates
200-63,53 Regent St,TWO-FAM-RES,3300.0,42.389566305301784,-71.1226629106362,,,,,,,11.0,104,,False,Porter Square Area,Medium,426.696220014281,0.7029096582067267,Residential,234,False,original,1.0,42.389566305301784,-71.1226629106362,Original coordinates
112-102,23 Maple Ave,TWO-FAM-RES,10465.0,42.372718430956965,-71.10486220028308,,,,,,,6.0,104,,False,Harvard Square Area,Large,908.9683173746037,0.3671242082270158,Residential,1335,False,original,1.0,42.372718430956965,-71.10486220028308,Original coordinates
154-105,11 Garfield St,SNGL-FAM-RES,3320.0,42.38402171641096,-71.11873524549674,,,,,,,8.0,101,,False,Porter Square Area,Medium,486.87720519729265,0.6610082102471492,Residential,615,False,original,1.0,42.38402171641096,-71.11873524549674,Original coordinates
151-60,35 Eustis St,THREE-FM-RES,1963.0,42.38360622195933,-71.11444742020164,,,,,,,8.0,105,,False,Porter Square Area,Small,733.8291408802421,0.4890661316974436,Residential,615,False,original,1.0,42.38360622195933,-71.11444742020164,Original coordinates
123-27,59-65 Jay St,4-8-UNIT-APT,6580.0,42.36636414697281,-71.11041006393621,,,,,,,7.0,111,,True,Central Square Area,Large,821.3580522644808,0.42812349152344287,Multi-Family,839,False,original,1.0,42.36636414697281,-71.11041006393621,Original coordinates
79-5,178 Elm St,4-8-UNIT-APT,4000.0,42.37100198584273,-71.09620981871133,,,,,,,3.0,111,,True,Harvard Square Area,Medium,1044.6843298285103,0.2726309490052636,Multi-Family,328,False,original,1.0,42.37100198584273,-71.09620981871133,Original coordinates
121-113,1000 Massachusetts Ave,Private College,39511.0,42.36873772808739,-71.11083322580915,,,,,,,7.0,942,Educ NonTax,False,Harvard Square Area,Large,958.5245874326108,0.3326202953284193,Educational,839,False,original,1.0,42.36873772808739,-71.11083322580915,Original coordinates
146A-109,57 Kirkland St,TWO-FAM-RES,3560.0,42.37758362240987,-71.11029044566621,,,,,,,8.0,104,,False,Porter Square Area,Medium,1063.0855670638575,0.25981895395293936,Residential,615,False,original,1.0,42.37758362240987,-71.11029044566621,Original coordinates
84-33,15 Carlisle St,TWO-FAM-RES,3200.0,42.372582705956006,-71.0981011954367,,,,,,,3.0,104,,False,Harvard Square Area,Medium,1042.0698750069926,0.2744512821605509,Residential,328,False,original,1.0,42.372582705956006,-71.0981011954367,Original coordinates
104-56,16 Upton St,SNGL-FAM-RES,1640.0,42.3626826923696,-71.10860033146325,,,,,,,5.0,101,,False,Central Square Area,Small,639.8946383349094,0.5544687112338642,Residential,761,False,original,1.0,42.3626826923696,-71.10860033146325,Original coordinates
116-92,85 Hancock St,>8-UNIT-APT,9190.0,42.36890850800621,-71.1085019635566,,,,,,,6.0,112,,False,Harvard Square Area,Large,751.3835658209345,0.47684373585470546,Multi-Family,1335,False,original,1.0,42.36890850800621,-71.1085019635566,Original coordinates
141-44,31 Line St,TWO-FAM-RES,1722.0,42.37718281010253,-71.1065108716194,,,,,,,6.0,104,,False,Porter Square Area,Small,1433.5013720647223,0.0019142598132671773,Residential,1335,False,original,1.0,42.37718281010253,-71.1065108716194,Original coordinates
76-130,8 Boardman St,>8-UNIT-APT,14896.0,42.3671956827341,-71.09697404924367,,,,,,,4.0,112,,False,Harvard Square Area,Large,744.53530399245,0.48161188788390824,Multi-Family,695,False,original,1.0,42.3671956827341,-71.09697404924367,Original coordinates
111-2,19 Leonard Ave,THREE-FM-RES,3444.0,42.37592940202709,-71.10529393238029,,,,,,,6.0,105,,False,Porter Square Area,Medium,1267.948596622755,0.1171815819358605,Residential,1335,False,original,1.0,42.37592940202709,-71.10529393238029,Original coordinates
141-46,35 Line St,TWO-FAM-RES,2408.0,42.37704308623195,-71.10633406625165,,,,,,,6.0,104,,True,Porter Square Area,Small,1413.558520124927,0.015799615298553896,Residential,1335,False,original,1.0,42.37704308623195,-71.10633406625165,Original coordinates
115-26,3 Hancock Pk,TWO-FAM-RES,3395.0,42.370406343685474,-71.10596149291943,,,,,,,6.0,104,,True,Harvard Square Area,Medium,703.6752301024167,0.5100610110499915,Residential,1335,False,original,1.0,42.370406343685474,-71.10596149291943,Original coordinates
139-33,409 Broadway,SNGL-FAM-RES,1470.0,42.372603848675915,-71.1086988250796,,,,,,,6.0,101,,False,Harvard Square Area,Small,1068.7628595914375,0.2558660978029067,Residential,1335,False,original,1.0,42.372603848675915,-71.1086988250796,Original coordinates
