PROPERTY_ID,ADDRESS,CORRIDOR_SEGMENT,TOTAL_VALUE,PRICE_PER_SQFT,RED_LINE_DISTANCE,NEAREST_STATION,ON_MASS_AVE,ON_MAIN_ST
184265,860 Massachusetts Ave,Mass Ave - Central,161000.0,254.746835443038,537.3901190915492,Central Square,True,False
184266,860 Massachusetts Ave,Mass Ave - Central,610800.0,892.9824561403509,537.3901190915492,Central Square,True,False
184267,860 Massachusetts Ave,Mass Ave - Central,546700.0,782.1173104434907,537.3901190915492,Central Square,True,False
184268,860 Massachusetts Ave,Mass Ave - Central,573700.0,820.7439198855508,537.3901190915492,Central Square,True,False
184275,860 Massachusetts Ave,Mass Ave - Central,696800.0,553.4551231135822,537.3901190915492,Central Square,True,False
184284,860 Massachusetts Ave,Mass Ave - Central,566500.0,829.4289897510981,537.3901190915492,Central Square,True,False
184285,860 Massachusetts Ave,Mass Ave - Central,570600.0,824.5664739884393,537.3901190915492,Central Square,True,False
184286,860 Massachusetts Ave,Mass Ave - Central,618100.0,884.2632331902718,537.3901190915492,Central Square,True,False
184287,860 Massachusetts Ave,Mass Ave - Central,571100.0,824.0981240981241,537.3901190915492,Central Square,True,False
184288,860 Massachusetts Ave,Mass Ave - Central,561000.0,836.0655737704918,537.3901190915492,Central Square,True,False
184276,860 Massachusetts Ave,Mass Ave - Central,176000.0,185.26315789473685,537.3901190915492,Central Square,True,False
184277,860 Massachusetts Ave,Mass Ave - Central,537300.0,862.4398073836276,537.3901190915492,Central Square,True,False
184278,860 Massachusetts Ave,Mass Ave - Central,544100.0,785.1370851370851,537.3901190915492,Central Square,True,False
184279,860 Massachusetts Ave,Mass Ave - Central,572000.0,823.0215827338129,537.3901190915492,Central Square,True,False
184280,860 Massachusetts Ave,Mass Ave - Central,510200.0,830.9446254071661,537.3901190915492,Central Square,True,False
184281,860 Massachusetts Ave,Mass Ave - Central,566000.0,810.8882521489971,537.3901190915492,Central Square,True,False
184282,860 Massachusetts Ave,Mass Ave - Central,572000.0,823.0215827338129,537.3901190915492,Central Square,True,False
184283,860 Massachusetts Ave,Mass Ave - Central,546700.0,782.1173104434907,537.3901190915492,Central Square,True,False
184289,860 Massachusetts Ave,Mass Ave - Central,415100.0,595.5523672883787,537.3901190915492,Central Square,True,False
184298,860 Massachusetts Ave,Mass Ave - Central,544500.0,784.5821325648415,537.3901190915492,Central Square,True,False
184318,860 Massachusetts Ave,Mass Ave - Central,615700.0,887.1757925072046,537.3901190915492,Central Square,True,False
184299,860 Massachusetts Ave,Mass Ave - Central,619500.0,882.4786324786324,537.3901190915492,Central Square,True,False
184353,860 Massachusetts Ave,Mass Ave - Central,619500.0,882.4786324786324,537.3901190915492,Central Square,True,False
184300,860 Massachusetts Ave,Mass Ave - Central,610800.0,892.9824561403509,537.3901190915492,Central Square,True,False
184290,860 Massachusetts Ave,Mass Ave - Central,161000.0,233.33333333333337,537.3901190915492,Central Square,True,False
184291,860 Massachusetts Ave,Mass Ave - Central,560500.0,877.1517996870109,537.3901190915492,Central Square,True,False
184292,860 Massachusetts Ave,Mass Ave - Central,548100.0,780.7692307692307,537.3901190915492,Central Square,True,False
