PROPERTY_ID,ADDRESS,SPATIAL_INVESTMENT_SCORE,TOTAL_VALUE,RED_LINE_DISTANCE,NEAREST_STATION
17200,12 Hubbard Ave,30.0,1423700.0,787.5089347002953,Porter Square
840,203 Cambridge St,55.0,2842300.0,1265.9444589273442,Kendall/MIT
841,18 Gore St,55.0,1359100.0,1343.409444914402,Kendall/MIT
842,16 Gore St,55.0,1919400.0,1349.9204118971973,Kendall/MIT
22056,6 Blair Pl,50.0,4114300.0,1262.2085103659895,Davis Square
22057,71-77 Bolton St,15.0,,1251.8071342675275,Davis Square
22058,71 Bolton St,40.0,207000.0,1251.8071342675275,Davis Square
22059,73A Bolton St,40.0,176000.0,1251.8071342675275,Davis Square
22060,73B Bolton St,40.0,192000.0,1251.8071342675275,Davis Square
22061,75A Bolton St,40.0,192000.0,1251.8071342675275,Davis Square
22062,75B Bolton St,40.0,192000.0,1251.8071342675275,Davis Square
22063,77A Bolton St,40.0,176000.0,1251.8071342675275,Davis Square
22064,77B Bolton St,40.0,110000.0,1251.8071342675275,Davis Square
22057,71-77 Bolton St,15.0,,1251.8071342675275,Davis Square
22057,71-77 Bolton St,15.0,,1251.8071342675275,Davis Square
22057,71-77 Bolton St,15.0,,1251.8071342675275,Davis Square
22065,80 Bolton St,15.0,989700.0,1233.7701817646139,Davis Square
22066,74 Bolton St,40.0,604000.0,1265.2557096295188,Davis Square
22067,76 Bolton St,15.0,963900.0,1256.8721653226414,Davis Square
22068,78 Bolton St,40.0,882200.0,1245.838157393875,Davis Square
22049,108 Sherman St,35.0,1391200.0,1300.594230468245,Alewife
22069,138 Sherman St,10.0,7800.0,1217.3647833469233,Alewife
22050,116-118 Sherman St,10.0,,1287.0248940528131,Alewife
22051,116 Sherman St,25.0,699200.0,1287.0248940528131,Alewife
22052,116 Sherman St,35.0,710600.0,1287.0248940528131,Alewife
22053,116 Sherman St,25.0,693500.0,1287.0248940528131,Alewife
22079,116 Sherman St,10.0,662900.0,1287.0248940528131,Alewife
22050,116-118 Sherman St,10.0,,1287.0248940528131,Alewife
22070,95 Bolton St,15.0,315000.0,1072.7836593147026,Davis Square
22071,122 Sherman St,10.0,,1286.7588539821634,Alewife
22072,122 Sherman St,35.0,557600.0,1286.7588539821634,Alewife
22073,122 Sherman St,35.0,716800.0,1286.7588539821634,Alewife
22074,124 Sherman St,35.0,572400.0,1268.9597724962439,Alewife
22075,7 Blair Pl,15.0,,1310.6725616774668,Davis Square
186264,7 Blair Pl,40.0,651100.0,1310.6725616774668,Davis Square
186265,7 Blair Pl,50.0,841800.0,1310.6725616774668,Davis Square
22076,9 Blair Pl,15.0,1244800.0,1318.9716302553695,Davis Square
22077,61-69 Bolton St,10.0,,1260.3671475890274,Alewife
191430,61-69 Bolton St,35.0,664700.0,1260.3671475890274,Alewife
191439,61-69 Bolton St,35.0,651200.0,1260.3671475890274,Alewife
191438,61-69 Bolton St,35.0,806300.0,1260.3671475890274,Alewife
191437,61-69 Bolton St,35.0,769800.0,1260.3671475890274,Alewife
191436,61-69 Bolton St,35.0,806300.0,1260.3671475890274,Alewife
191435,61-69 Bolton St,35.0,768400.0,1260.3671475890274,Alewife
191434,61-69 Bolton St,35.0,176000.0,1260.3671475890274,Alewife
191433,61-69 Bolton St,35.0,796100.0,1260.3671475890274,Alewife
191432,61-69 Bolton St,35.0,806300.0,1260.3671475890274,Alewife
191431,61-69 Bolton St,35.0,764000.0,1260.3671475890274,Alewife
191529,61-69 Bolton St,35.0,574900.0,1260.3671475890274,Alewife
191528,61-69 Bolton St,35.0,653800.0,1260.3671475890274,Alewife
191527,61-69 Bolton St,35.0,806300.0,1260.3671475890274,Alewife
191526,61-69 Bolton St,35.0,800400.0,1260.3671475890274,Alewife
191525,61-69 Bolton St,35.0,801100.0,1260.3671475890274,Alewife
191524,61-69 Bolton St,35.0,176000.0,1260.3671475890274,Alewife
191523,61-69 Bolton St,35.0,806300.0,1260.3671475890274,Alewife
191522,61-69 Bolton St,35.0,765200.0,1260.3671475890274,Alewife
191521,61-69 Bolton St,35.0,801100.0,1260.3671475890274,Alewife
191520,61-69 Bolton St,35.0,759200.0,1260.3671475890274,Alewife
22077,61-69 Bolton St,10.0,,1260.3671475890274,Alewife
22054,132 Sherman St,45.0,4459400.0,1264.2059952096015,Alewife
187034,95 Bolton St,15.0,831500.0,1088.0929856493594,Davis Square
187035,Bolton St,15.0,40700.0,1228.5564653404854,Davis Square
202148,85 Bolton St,50.0,23390200.0,1182.8758321897456,Davis Square
202149,85 Bolton St,15.0,2089500.0,1138.0441920419044,Davis Square
22055,68 Bolton St,15.0,,1299.089124308586,Davis Square
186363,68 Bolton St,40.0,176000.0,1299.089124308586,Davis Square
186368,68 Bolton St,40.0,176000.0,1299.089124308586,Davis Square
186367,68 Bolton St,40.0,176000.0,1299.089124308586,Davis Square
186366,68 Bolton St,40.0,192000.0,1299.089124308586,Davis Square
186365,68 Bolton St,40.0,192000.0,1299.089124308586,Davis Square
186364,68 Bolton St,40.0,192000.0,1299.089124308586,Davis Square
22055,68 Bolton St,15.0,,1299.089124308586,Davis Square
22055,68 Bolton St,15.0,,1299.089124308586,Davis Square
22080,196 Raymond St,15.0,938200.0,1092.2520621009382,Davis Square
22081,180 Raymond St,20.0,,1058.8487932697851,Porter Square
189219,180 Raymond St,45.0,1450900.0,1058.8487932697851,Porter Square
189220,180 Raymond St,45.0,1366300.0,1058.8487932697851,Porter Square
22082,192 Raymond St,20.0,,1081.3741427078403,Porter Square
193599,192 Raymond St,20.0,584600.0,1081.3741427078403,Porter Square
193606,192 Raymond St,20.0,741300.0,1081.3741427078403,Porter Square
193605,192 Raymond St,20.0,827700.0,1081.3741427078403,Porter Square
193604,192 Raymond St,20.0,824200.0,1081.3741427078403,Porter Square
193603,192 Raymond St,20.0,852600.0,1081.3741427078403,Porter Square
193602,192 Raymond St,20.0,852600.0,1081.3741427078403,Porter Square
193601,192 Raymond St,35.0,888500.0,1081.3741427078403,Porter Square
193600,192 Raymond St,35.0,888500.0,1081.3741427078403,Porter Square
22083,184 Raymond St,20.0,,1069.4240642881987,Porter Square
189221,184 Raymond St,20.0,885800.0,1069.4240642881987,Porter Square
189223,184 Raymond St,20.0,893700.0,1069.4240642881987,Porter Square
189222,184 Raymond St,20.0,885800.0,1069.4240642881987,Porter Square
189226,184 Raymond St,20.0,893700.0,1069.4240642881987,Porter Square
189225,184 Raymond St,55.0,1542500.0,1069.4240642881987,Porter Square
189224,184 Raymond St,55.0,1468500.0,1069.4240642881987,Porter Square
22084,74 Sherman St,50.0,20401800.0,1399.7342785193382,Davis Square
22085,66 Sherman St,55.0,10782923.0,1383.0573643646874,Porter Square
22089,102 Sherman St,25.0,35093900.0,1225.0018341539967,Davis Square
22089,102 Sherman St,25.0,35093900.0,1225.0018341539967,Davis Square
22089,102 Sherman St,50.0,35093900.0,1225.0018341539967,Davis Square
22089,102 Sherman St,25.0,35093900.0,1225.0018341539967,Davis Square
22089,102 Sherman St,25.0,35093900.0,1225.0018341539967,Davis Square
22089,102 Sherman St,25.0,35093900.0,1225.0018341539967,Davis Square
22090,98R Sherman St,45.0,983700.0,1331.421359495393,Alewife
22091,98-100 Sherman St,45.0,959300.0,1322.0478298132612,Alewife
22086,5-5 Cadbury Rd,55.0,31657800.0,1283.591621539934,Porter Square
17329,46 Sherman St,55.0,1134200.0,1343.834297136827,Porter Square
17330,142 Raymond St,55.0,1381700.0,996.5094365247622,Porter Square
17331,149 Walden St,20.0,,981.3182060680703,Porter Square
17332,149 Walden St,45.0,1012800.0,981.3182060680703,Porter Square
17333,149 Walden St,35.0,892400.0,981.3182060680703,Porter Square
17334,149 Walden St,35.0,1028700.0,981.3182060680703,Porter Square
17335,151 Walden St,20.0,,997.8668456711198,Porter Square
17336,151 Walden St,45.0,753200.0,997.8668456711198,Porter Square
17337,151 Walden St,45.0,755000.0,997.8668456711198,Porter Square
17338,151 Walden St,45.0,538200.0,997.8668456711198,Porter Square
17339,153 Walden St,20.0,,1014.1359685496836,Porter Square
17340,153 Walden St,45.0,610500.0,1014.1359685496836,Porter Square
17341,153 Walden St,45.0,598800.0,1014.1359685496836,Porter Square
17342,153 Walden St,45.0,613000.0,1014.1359685496836,Porter Square
17343,155 Walden St,20.0,,1030.6488456334912,Porter Square
17344,155 Walden St,45.0,682300.0,1030.6488456334912,Porter Square
17345,155 Walden St,45.0,644900.0,1030.6488456334912,Porter Square
17346,155 Walden St,45.0,619300.0,1030.6488456334912,Porter Square
17347,157 Walden St,55.0,1645500.0,1046.8408426062954,Porter Square
17348,1 Wood St,20.0,1439800.0,1130.6730014334398,Porter Square
17349,35 Wood St,55.0,1628800.0,1170.4853887284153,Porter Square
17350,29 Wood St,20.0,,1163.7046705857942,Porter Square
17351,29-31 Wood St,45.0,575100.0,1163.7046705857942,Porter Square
17352,29-31 Wood St,45.0,512200.0,1163.7046705857942,Porter Square
17353,29-31 Wood St,45.0,609800.0,1163.7046705857942,Porter Square
17354,27 Wood St,55.0,2401100.0,1157.3817564949372,Porter Square
17355,21 Wood St,20.0,,1149.214576651339,Porter Square
190152,21 Wood St,35.0,732100.0,1149.214576651339,Porter Square
190154,21 Wood St,35.0,764700.0,1149.214576651339,Porter Square
190153,21 Wood St,35.0,761500.0,1149.214576651339,Porter Square
17356,156-158 Raymond St,20.0,,1022.4496911957373,Porter Square
187401,156-158 Raymond St,35.0,771700.0,1022.4496911957373,Porter Square
187402,156-158 Raymond St,55.0,872400.0,1022.4496911957373,Porter Square
17357,152-154 Raymond St,55.0,1854700.0,1015.459607358365,Porter Square
17358,148-150 Raymond St,20.0,,1008.9404569213078,Porter Square
188476,148-150 Raymond St,20.0,849800.0,1008.9404569213078,Porter Square
188477,148-150 Raymond St,20.0,1052400.0,1008.9404569213078,Porter Square
17359,144-146 Raymond St,55.0,1716200.0,1002.8561400402479,Porter Square
17321,189 Walden St,20.0,,1137.3226950771939,Porter Square
17322,189 Walden St,45.0,806700.0,1137.3226950771939,Porter Square
17323,189 Walden St,45.0,832200.0,1137.3226950771939,Porter Square
17362,5 Wood St,55.0,2100300.0,1136.7308433500018,Porter Square
17363,181 Walden St,30.0,33648500.0,1096.5789982311762,Porter Square
17363,181 Walden St,30.0,33648500.0,1096.5789982311762,Porter Square
17363,181 Walden St,30.0,33648500.0,1096.5789982311762,Porter Square
17363,181 Walden St,30.0,33648500.0,1096.5789982311762,Porter Square
17363,181 Walden St,30.0,33648500.0,1096.5789982311762,Porter Square
17363,181 Walden St,30.0,33648500.0,1096.5789982311762,Porter Square
17364,225 Walden St,30.0,98424900.0,1269.8981787685625,Porter Square
17364,225 Walden St,30.0,98424900.0,1269.8981787685625,Porter Square
17324,45 Sheridan St,55.0,1764200.0,1200.1892710533707,Porter Square
17360,241-243 Walden St,55.0,3566800.0,1336.305891051805,Porter Square
17325,41 Sheridan St,45.0,1190600.0,1176.3504405247754,Porter Square
17326,11 Sheridan St,20.0,,1075.7822606333043,Porter Square
192294,9-11 Sheridan St,20.0,857100.0,1075.7822606333043,Porter Square
192293,9-11 Sheridan St,45.0,708200.0,1075.7822606333043,Porter Square
192292,9-11 Sheridan St,20.0,914900.0,1075.7822606333043,Porter Square
192295,9-11 Sheridan St,45.0,708200.0,1075.7822606333043,Porter Square
17316,176 Raymond St,20.0,,1049.0699998549642,Porter Square
190890,176-178 Raymond St,30.0,1413000.0,1049.0699998549642,Porter Square
190891,176-178 Raymond St,45.0,2146600.0,1049.0699998549642,Porter Square
184073,162-168 Raymond St,20.0,,1031.7078868135454,Porter Square
17317,162-168 Raymond St,35.0,700000.0,1031.7078868135454,Porter Square
17318,162-168 Raymond St,45.0,764100.0,1031.7078868135454,Porter Square
17319,162-168 Raymond St,55.0,969100.0,1031.7078868135454,Porter Square
17320,162-168 Raymond St,35.0,668300.0,1031.7078868135454,Porter Square
17327,185 Walden St,55.0,1484500.0,1116.6166921517488,Porter Square
17328,237 Walden St,55.0,2426000.0,1310.3906171775275,Porter Square
17370,51 Stearns St,45.0,1230900.0,1244.376459375932,Porter Square
17371,49 Stearns St,55.0,1204100.0,1258.277885298863,Porter Square
17372,45 Stearns St,55.0,1334500.0,1272.1999584116625,Porter Square
17373,41 Stearns St,55.0,1650300.0,1286.2340048074848,Porter Square
17374,36 Sherman St,55.0,2292100.0,1305.4998661326479,Porter Square
17375,38 Sherman St,20.0,,1309.7980036057286,Porter Square
190155,38 Sherman St,55.0,1126500.0,1309.7980036057286,Porter Square
190156,38 Sherman St,35.0,969700.0,1309.7980036057286,Porter Square
17376,40 Sherman St,20.0,1205500.0,1314.3296083962073,Porter Square
17377,34 Sherman St,45.0,1609200.0,1295.8943580116556,Porter Square
17378,42 Stearns St,30.0,2322600.0,1271.0630919091163,Porter Square
17379,44 Stearns St,55.0,1417700.0,1257.1463022080914,Porter Square
17380,48 Stearns St,55.0,1429500.0,1243.1289681288663,Porter Square
17381,50 Stearns St,30.0,1427200.0,1229.1986805656363,Porter Square
17382,56 Stearns St,30.0,1531500.0,1215.215879528425,Porter Square
17383,60 Stearns St,30.0,5180200.0,1196.8097005025286,Porter Square
17384,57 Fenno St,55.0,1477500.0,1177.2184545811572,Porter Square
17385,53 Fenno St,55.0,1282500.0,1192.3230031592084,Porter Square
17386,49 Fenno St,55.0,1237300.0,1206.3353416767359,Porter Square
17387,45-47 Fenno St,45.0,1840400.0,1220.2758164589136,Porter Square
17388,43 Fenno St,55.0,1184700.0,1234.2415251448983,Porter Square
17365,240 Walden St,55.0,1159600.0,1296.392607469352,Porter Square
17389,39 Fenno St,55.0,1087700.0,1248.2856912735679,Porter Square
17390,33 Fenno St,45.0,1699900.0,1262.2745140418408,Porter Square
17391,26 Sherman St,55.0,975200.0,1282.8538271700656,Porter Square
17392,28 Sherman St,20.0,,1286.9225924036973,Porter Square
17393,28 Sherman St,45.0,606500.0,1286.9225924036973,Porter Square
17394,28 Sherman St,45.0,624200.0,1286.9225924036973,Porter Square
17395,28 Sherman St,35.0,674800.0,1286.9225924036973,Porter Square
17396,30-32 Sherman St,20.0,,1291.3974779495295,Porter Square
17397,30 Sherman St,45.0,624200.0,1291.3974779495295,Porter Square
17398,30 Sherman St,45.0,567600.0,1291.3974779495295,Porter Square
17399,30 Sherman St,45.0,606000.0,1291.3974779495295,Porter Square
17366,238 Walden St,55.0,1805200.0,1280.846975523621,Porter Square
17400,112 Raymond St,20.0,15020200.0,1001.9907807889848,Porter Square
17401,233 Upland Rd,45.0,1885500.0,1047.2082073641695,Porter Square
17402,235 Upland Rd,55.0,2197300.0,1062.3612327671378,Porter Square
17403,239 Upland Rd,55.0,2496700.0,1077.577730236049,Porter Square
17404,241 Upland Rd,20.0,,1094.7251108637186,Porter Square
17405,241 Upland Rd,35.0,993300.0,1094.7251108637186,Porter Square
17406,241 Upland Rd,45.0,1391800.0,1094.7251108637186,Porter Square
17407,8 Newell St,20.0,,1142.3190499823816,Porter Square
186928,8 Newell St,45.0,868500.0,1142.3190499823816,Porter Square
186929,8 Newell St,55.0,1545200.0,1142.3190499823816,Porter Square
17408,2-4 Newell St,20.0,,1134.8362852301018,Porter Square
202247,2-4 Newell St,35.0,874600.0,1134.8362852301018,Porter Square
202248,2-4 Newell St,55.0,1390600.0,1134.8362852301018,Porter Square
17367,236 Walden St,30.0,2408300.0,1265.5650801483976,Porter Square
17409,218 Walden St,55.0,1655100.0,1215.221502236631,Porter Square
17410,212 Walden St,55.0,1667400.0,1196.1386687834363,Porter Square
17411,198 Walden St,55.0,1423000.0,1141.346606457501,Porter Square
17412,194 Walden St,20.0,,1125.8140321916314,Porter Square
190892,194-196- Walden St,20.0,1093800.0,1125.8140321916314,Porter Square
190893,194-196- Walden St,35.0,843300.0,1125.8140321916314,Porter Square
190894,194-196- Walden St,20.0,790500.0,1125.8140321916314,Porter Square
17368,232 Walden St,20.0,,1244.6876464428517,Porter Square
190626,232 Walden St,20.0,917300.0,1244.6876464428517,Porter Square
190628,232 Walden St,20.0,927200.0,1244.6876464428517,Porter Square
190627,232 Walden St,20.0,1072800.0,1244.6876464428517,Porter Square
190629,232 Walden St,20.0,718700.0,1244.6876464428517,Porter Square
17368,232 Walden St,20.0,,1244.6876464428517,Porter Square
17413,190-192 Walden St,55.0,1942400.0,1110.200196878709,Porter Square
17414,186 Walden St,30.0,1509700.0,1094.5986580466927,Porter Square
17415,14 Newell St,55.0,1681000.0,1161.9603020708068,Porter Square
17416,228 Walden St,20.0,67200.0,1224.9159132859415,Porter Square
17417,6 Chetwynd Rd,20.0,1050000.0,1099.318994413162,Porter Square
17418,8 Chetwynd Rd,20.0,1163200.0,1081.5645519567142,Porter Square
17419,1 Chetwynd Rd,45.0,1260100.0,1111.6850429872657,Porter Square
17420,3 Chetwynd Rd,20.0,1164100.0,1093.9552082027199,Porter Square
17421,5 Chetwynd Rd,20.0,1042700.0,1077.9755742816792,Porter Square
17422,7 Chetwynd Rd,30.0,4000300.0,1061.4435183803432,Porter Square
17423,4 Chetwynd Rd,20.0,1347000.0,1117.4755927312842,Porter Square
17424,202 Walden St,55.0,1078400.0,1163.7814840845356,Porter Square
17425,25 Newell St,35.0,1104100.0,1154.2559885978262,Porter Square
17426,2 Chetwynd Rd,20.0,,1136.9055046129095,Porter Square
199229,2 Chetwynd Rd,20.0,1829900.0,1136.9055046129095,Porter Square
17426,2 Chetwynd Rd,20.0,,1136.9055046129095,Porter Square
17427,65 Stearns St,20.0,1177200.0,1198.966988956351,Porter Square
17428,24 Newell St,20.0,995000.0,1183.6155702537371,Porter Square
17429,20 Newell St,20.0,1034800.0,1174.0396346065236,Porter Square
17369,55 Stearns St,30.0,2542000.0,1224.8544766990065,Porter Square
17430,10 Newell St,30.0,3550100.0,1152.847838363091,Porter Square
17431,252 Walden St,55.0,945600.0,1329.6323167992518,Porter Square
17432,250 Walden St,55.0,1798900.0,1314.3780326445763,Porter Square
17433,24 Sherman St,55.0,1008400.0,1274.628631560736,Porter Square
17438,226 Upland Rd,30.0,3353700.0,1016.5327908070799,Porter Square
17439,222-224 Upland Rd,20.0,,1000.5314829830608,Porter Square
17440,222-224 Upland Rd,45.0,784600.0,1000.5314829830608,Porter Square
17441,222-224 Upland Rd,35.0,829300.0,1000.5314829830608,Porter Square
17442,222-224 Upland Rd,35.0,892000.0,1000.5314829830608,Porter Square
17443,216 Upland Rd,30.0,3157000.0,983.0778469391854,Porter Square
17444,212 Upland Rd,30.0,2729700.0,961.8916610202394,Porter Square
17445,106 Raymond St,30.0,2786900.0,932.9052001119024,Porter Square
17446,102 Raymond St,30.0,2751300.0,927.4906174072954,Porter Square
17447,98 Raymond St,30.0,4459200.0,921.7824092467583,Porter Square
17448,5 West Bellevue Ave,30.0,2879500.0,954.9066876068365,Porter Square
17449,9 West Bellevue Ave,30.0,3364000.0,984.187222738455,Porter Square
17450,10 West Bellevue Ave,30.0,4199200.0,974.2249710911375,Porter Square
17451,6 West Bellevue Ave,30.0,2115400.0,945.8760370356218,Porter Square
17452,90 Raymond St,30.0,3834800.0,915.6222365939865,Porter Square
17453,84 Raymond St,30.0,3411400.0,910.3805830121179,Porter Square
17454,19 Huron Ave,55.0,2526100.0,970.0448430781628,Porter Square
17455,269 Upland Rd,30.0,2594500.0,1101.2419914142345,Porter Square
17456,273 Upland Rd,20.0,,1096.778487599467,Porter Square
197762,273 Upland Rd,45.0,1546600.0,1096.778487599467,Porter Square
197763,273 Upland Rd,20.0,506900.0,1096.778487599467,Porter Square
17456,273 Upland Rd,20.0,,1096.778487599467,Porter Square
17457,283-285 Upland Rd,20.0,,1090.4666947864234,Porter Square
17458,283-285 Upland Rd,20.0,2453400.0,1090.4666947864234,Porter Square
17459,283-285 Upland Rd,20.0,1465000.0,1090.4666947864234,Porter Square
17460,283-285 Upland Rd,30.0,1664400.0,1090.4666947864234,Porter Square
17461,57 Huron Ave,55.0,1730200.0,1116.3230429327216,Porter Square
17462,61 Huron Ave,45.0,2028700.0,1132.1157270566232,Porter Square
17463,65 Huron Ave,55.0,1750500.0,1147.4528445025985,Porter Square
17464,67 Huron Ave,20.0,1169600.0,1171.0800856938324,Porter Square
17465,77 Huron Ave,55.0,2536300.0,1194.5146313115988,Porter Square
17466,81 Huron Ave,55.0,2189800.0,1209.097803408872,Porter Square
17467,42-44 Winslow St,55.0,2673700.0,1166.8489423428332,Porter Square
17468,48-56 Winslow St,20.0,,1136.1159111885581,Porter Square
190937,54-56 Winslow St,30.0,2168200.0,1136.1159111885581,Porter Square
190938,54-56 Winslow St,30.0,2332500.0,1136.1159111885581,Porter Square
190675,54-56 Winslow St,30.0,1644300.0,1136.1159111885581,Porter Square
190676,54-56 Winslow St,30.0,1673800.0,1136.1159111885581,Porter Square
17468,48-56 Winslow St,20.0,,1136.1159111885581,Porter Square
17468,48-56 Winslow St,20.0,,1136.1159111885581,Porter Square
17469,49 Winslow St,30.0,1974600.0,1151.2515814220842,Porter Square
17470,43-45 Winslow St,20.0,,1191.6630583287947,Porter Square
17471,35 Winslow St,45.0,1995100.0,1191.6630583287947,Porter Square
17472,37 Winslow St,30.0,1284300.0,1191.6630583287947,Porter Square
17473,43 Winslow St,30.0,1366100.0,1191.6630583287947,Porter Square
17474,43 Winslow St,20.0,1002300.0,1191.6630583287947,Porter Square
17475,43 Winslow St,35.0,822500.0,1191.6630583287947,Porter Square
17476,43 Winslow St,35.0,887000.0,1191.6630583287947,Porter Square
17470,43-45 Winslow St,20.0,,1191.6630583287947,Porter Square
17477,29 Winslow St,20.0,,1227.64418218016,Porter Square
202060,29 Winslow St,30.0,2461200.0,1227.64418218016,Porter Square
202061,29 Winslow St,30.0,2466600.0,1227.64418218016,Porter Square
202062,29 Winslow St,20.0,1977400.0,1227.64418218016,Porter Square
202063,29 Winslow St,20.0,1975500.0,1227.64418218016,Porter Square
202064,29 Winslow St,20.0,1972800.0,1227.64418218016,Porter Square
17477,29 Winslow St,20.0,,1227.64418218016,Porter Square
17477,29 Winslow St,20.0,,1227.64418218016,Porter Square
17478,14 Sherman St,20.0,,1258.056897629528,Porter Square
190186,14 Sherman St,20.0,1698500.0,1258.056897629528,Porter Square
190188,14 Sherman St,20.0,1232700.0,1258.056897629528,Porter Square
190187,14 Sherman St,20.0,1357100.0,1258.056897629528,Porter Square
17478,14 Sherman St,20.0,,1258.056897629528,Porter Square
17478,14 Sherman St,20.0,,1258.056897629528,Porter Square
17434,46-48 Fenno St,45.0,1473300.0,1208.7778153480845,Porter Square
17479,20 Sherman St,30.0,2119600.0,1265.3157166138628,Porter Square
17480,22 Sherman St,20.0,,1268.3846466185325,Porter Square
189227,22-22 1/2 Sherman St,55.0,1200900.0,1268.3846466185325,Porter Square
189228,22-22 1/2 Sherman St,45.0,772100.0,1268.3846466185325,Porter Square
17481,257 Upland Rd,45.0,3174200.0,1150.8081108340841,Porter Square
17482,259 Upland Rd,55.0,2226200.0,1120.2678775288157,Porter Square
17483,261 Upland Rd,30.0,3952100.0,1114.812820955374,Porter Square
17484,263 Upland Rd,55.0,2265800.0,1110.7302522527978,Porter Square
17485,265 Upland Rd,30.0,3827400.0,1106.591256982815,Porter Square
17486,234 Upland Rd,55.0,2416000.0,1051.4354842403477,Porter Square
17487,230 Upland Rd,55.0,2322200.0,1033.6850631518503,Porter Square
17435,52 Fenno St,20.0,1193000.0,1194.8015851394593,Porter Square
17488,262 Upland Rd,55.0,2422700.0,1053.7739452777162,Porter Square
17489,15 Huron Ave,55.0,2047600.0,950.4945525966933,Porter Square
17490,11-13 Huron Ave,55.0,1842100.0,935.2345476799283,Porter Square
17491,258 Upland Rd,20.0,,1065.7075402771636,Porter Square
190157,258 Upland Rd,20.0,838600.0,1065.7075402771636,Porter Square
190159,258 Upland Rd,20.0,838600.0,1065.7075402771636,Porter Square
190158,258 Upland Rd,20.0,917100.0,1065.7075402771636,Porter Square
17492,254 Upland Rd,20.0,,1070.0036763192652,Porter Square
190897,254 Upland Rd,35.0,784300.0,1070.0036763192652,Porter Square
190899,254 Upland Rd,35.0,784300.0,1070.0036763192652,Porter Square
190898,254 Upland Rd,35.0,830700.0,1070.0036763192652,Porter Square
17493,268 Upland Rd,30.0,2874200.0,1050.1442686175888,Porter Square
17494,10 Sherman St,55.0,1124400.0,1247.9576497994653,Porter Square
17436,56 Fenno St,35.0,985100.0,1180.7246394014423,Porter Square
17495,6-8 Sherman St,20.0,,1242.7698442691665,Porter Square
17496,6 Sherman St,45.0,782800.0,1242.7698442691665,Porter Square
17497,6 Sherman St,45.0,863300.0,1242.7698442691665,Porter Square
17498,6 Sherman St,35.0,831600.0,1242.7698442691665,Porter Square
17499,6 Sherman St,45.0,884300.0,1242.7698442691665,Porter Square
17500,8 Sherman St,45.0,827100.0,1242.7698442691665,Porter Square
17501,8 Sherman St,55.0,968800.0,1242.7698442691665,Porter Square
17502,4 Sherman St,55.0,3889200.0,1238.4060417703042,Porter Square
17503,2 Sherman St,55.0,3889200.0,1230.117485167327,Porter Square
17504,272 Upland Rd,30.0,4475900.0,1045.2869795964707,Porter Square
17505,8 Newell Ter,55.0,1492100.0,1022.479983934083,Porter Square
17506,40 Fenno St,20.0,,1242.9666775622682,Porter Square
17507,38-40 Fenno St,45.0,774500.0,1242.9666775622682,Porter Square
17508,38-40 Fenno St,45.0,924500.0,1242.9666775622682,Porter Square
843,151 Cambridge St,55.0,1652300.0,1317.6076109011883,Kendall/MIT
17437,60 Fenno St,30.0,1397300.0,1166.5981937674164,Porter Square
17509,44 Fenno St,45.0,1450700.0,1224.6850960835402,Porter Square
17510,12 Newell Ter,30.0,3105400.0,1004.7807213380156,Porter Square
17511,37 Huron Ave,20.0,,1044.3189463579886,Porter Square
17512,37 Huron Ave,20.0,976900.0,1044.3189463579886,Porter Square
17513,37 Huron Ave,55.0,1193300.0,1044.3189463579886,Porter Square
17514,33 Huron Ave,30.0,3569000.0,1027.671688828608,Porter Square
17515,29-31 Huron Ave,55.0,2291200.0,1010.2714835519238,Porter Square
17516,25 Huron Ave,55.0,2214600.0,992.6050733764055,Porter Square
17517,36 Winslow St,55.0,2113100.0,1188.4055310625492,Porter Square
17518,32 Winslow St,20.0,,1203.2379604643504,Porter Square
17519,32-34 Winslow St,45.0,542800.0,1203.2379604643504,Porter Square
17520,32-34 Winslow St,45.0,965100.0,1203.2379604643504,Porter Square
17521,28 Winslow St,20.0,,1218.0267180147532,Porter Square
17522,28-30 Winslow St,45.0,711300.0,1218.0267180147532,Porter Square
17523,28-30 Winslow St,55.0,1114200.0,1218.0267180147532,Porter Square
844,159 Cambridge St,55.0,2898300.0,1303.229098869255,Kendall/MIT
845,14 Second St,55.0,3099700.0,1321.6042465194687,Kendall/MIT
846,183-185 Cambridge St,55.0,6653800.0,1300.711778950588,Kendall/MIT
17524,107 Garden St,30.0,2452700.0,1202.0255231914168,Porter Square
17528,5 Cutler Ave,55.0,2131700.0,1109.9831238852676,Porter Square
17529,9 Cutler Ave,55.0,2230000.0,1103.8927588324455,Porter Square
17530,46-48 Huron Ave,20.0,,1069.949665114479,Porter Square
192256,46 Huron Ave,55.0,1450100.0,1069.949665114479,Porter Square
192255,48 Huron Ave,20.0,1345300.0,1069.949665114479,Porter Square
17531,42 Huron Ave,55.0,1922600.0,1051.251474396618,Porter Square
17532,78 Huron Ave,55.0,1632500.0,1173.335230448591,Porter Square
17533,74 Huron Ave,55.0,1948800.0,1159.7723442383517,Porter Square
17534,70 Huron Ave,55.0,1828800.0,1146.0716540720762,Porter Square
17535,66 Huron Ave,30.0,1943900.0,1132.3049182331515,Porter Square
17536,91 Garden St,30.0,3141500.0,1135.8999462069514,Porter Square
17537,30 Gray Gdns E,30.0,3500700.0,1105.6470839747083,Porter Square
17538,26 Gray Gdns E,30.0,4598300.0,1072.7874874880272,Porter Square
